Table Name: Circle$RecordAll$domain0, Topic Name: Circle
Timestamp,color,x,y,shapesize,fillKind,angle
Tue May 04 10:10:47 2021,YELLOW,172,117,30,0,0.0000000000
Tue May 04 10:10:47 2021,YELLOW,170,123,30,0,0.0000000000
Tue May 04 10:10:47 2021,YELLOW,168,129,30,0,0.0000000000
Tue May 04 10:10:47 2021,YELLOW,166,135,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,164,141,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,162,147,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,160,153,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,158,159,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,156,165,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,154,171,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,152,177,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,150,183,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,148,189,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,146,195,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,144,201,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,142,207,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,140,213,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,138,219,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,136,225,30,0,0.0000000000
Tue May 04 10:10:48 2021,YELLOW,134,231,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,132,237,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,130,243,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,128,249,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,126,250,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,124,244,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,122,238,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,120,232,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,118,226,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,116,220,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,114,214,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,112,208,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,110,202,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,108,196,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,106,190,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,104,184,30,0,0.0000000000
Tue May 04 10:10:49 2021,YELLOW,102,178,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,100,172,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,98,166,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,96,160,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,94,154,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,92,148,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,90,142,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,88,136,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,86,130,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,84,124,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,82,118,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,80,112,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,78,106,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,76,100,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,74,94,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,72,88,30,0,0.0000000000
Tue May 04 10:10:50 2021,YELLOW,70,82,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,68,76,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,66,70,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,64,64,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,62,58,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,60,52,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,58,46,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,56,40,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,54,34,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,52,28,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,50,22,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,48,16,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,46,15,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,44,21,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,42,27,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,40,33,30,0,0.0000000000
Tue May 04 10:10:51 2021,YELLOW,38,39,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,36,45,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,34,51,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,32,57,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,30,63,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,28,69,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,26,75,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,24,81,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,22,87,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,20,93,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,18,99,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,16,105,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,15,111,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,17,117,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,19,123,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,21,129,30,0,0.0000000000
Tue May 04 10:10:52 2021,YELLOW,23,135,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,25,141,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,27,147,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,29,153,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,31,159,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,33,165,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,35,171,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,37,177,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,39,183,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,41,189,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,43,195,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,45,201,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,47,207,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,49,213,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,51,219,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,53,225,30,0,0.0000000000
Tue May 04 10:10:53 2021,YELLOW,55,231,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,57,237,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,59,243,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,61,249,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,63,250,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,65,244,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,67,238,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,69,232,30,0,0.0000000000
